title,subtitle,
Arábia manda 5 à pena de morte por assassinato de jornalista,"<p class=""text"">
	A Promotoria Pública da Arábia Saudita informou nesta segunda-feira que cinco pessoas foram condenadas à morte e outras três a penas de prisão pelo assassinato do jornalista saudita Jamal Khashoggi em Istambul, em outubro do ano passado.
</p>",
Piñera aprova referendo para nova Constituição no Chile,"<p class=""text"">
	O presidente do Chile, <strong>Sebastián Piñera</strong>, aprovou nesta segunda-feira (23) a realização de um referendo para uma nova Constituição, que ele promete criar um ""arcabouço sólido, compassivo e legítimo"" que ajudaria a reunificar o país após nove semanas de protestos intensos contra a desigualdade e política econômica do país.
</p>",
Saiba quem é o investidor do novo partido de Bolsonaro,"<p class=""text"">
	Principal operador político do Aliança pelo Brasil, o partido que o presidente Jair Bolsonaro tenta criar, o advogado <strong>Luís Felipe Belmonte dos Santos</strong> foi, até recentemente, filiado ao PSDB, fez doações para legendas de esquerda, como PCdoB, e atuou como advogado do empresário Luiz Estevão, que cumpre uma pena de 26 anos por fraudes na construção do Tribunal Regional do Trabalho (TRT) de São Paulo.
</p>",
Polícia prende grupo que planejava assaltar banco por túnel,"<p class=""text"">
	Duas pessoas morreram e sete foram presas na noite deste sábado, 21, durante ação da Polícia Civil contra uma quadrilha que escavava um <strong>túnel</strong> de 63 metros para acessar a Central de Órgãos Regionais do Banco do Brasil, em Campo Grande. Um dos presos está hospitalizado.
</p>",
Legionários de Cristo admitem 175 crimes de pedofilia,"<p class=""text"">
	A Congregação mexicana dos Legionários de Cristo admitiu que 33 sacerdotes cometeram abusos sexuais contra 175 menores de idade. O fundador da entidade, o padre Marcial Maciel, está na lista e seria responsável por ao menos 60 casos de pedofilia.
</p>",
,,
Papai Noel é preso por exibir pornografia para crianças,"<p class=""text"">
	Um homem de 67 anos que trabalhava como <strong>Papai Noel</strong> em um shopping foi preso na tarde de sexta-feira, 20, acusado de exibir<strong> material pornográfico</strong> para duas meninas, em São José dos Campos, interior de São Paulo. O suspeito acabou solto neste sábado, 21, durante audiência de custódia, e vai responder pela acusação em liberdade.
</p>",
Menina vê pedido de ajuda em cartão de Natal feito na China,"<p class=""text"">
	Uma menina britânica de seis anos encontrou um pedido de ajuda de um suposto trabalhador forçado num cartão de Natal fabricado na China. Após a descoberta, a rede britânica de supermercados Tesco, que vendeu a peça, anunciou neste domingo (22/12) que suspendeu produção dos cartões importados do país asiático.
</p>",
Polícia do Chile encontra corpos carbonizados dentro de loja,"<p class=""text"">
	Dois corpos carbonizados foram encontrados dentro de uma loja em Valparaiso, no Chile, a qual tinha sido incendiada durante a onda de protestos que atingiram o país nos últimos meses. A polícia do Chile informou somente neste domingo (22) sobre a descoberta dos corpos. A loja foi atacada no fim de novembro.
</p>",
"Após falhar em missão, cápsula Starliner volta para Terra","<p class=""text"">
	A cápsula espacial Starliner, da Boeing, aterrissou neste domingo (22) no deserto do estado norte-americano do Novo México, após falhar na missão de alcançar a Estação Espacial Internacional (ISS). As imagens fornecidas pela Nasa mostraram o retorno da cápsula à Terra às 5h58 locais, na base de White Sands.
</p>",
,"<p class=""text"">
	Ninguém acertou as seis dezenas do concurso <strong>2219 </strong>da <strong>Mega-Sena</strong>, realizado na noite deste sábado, em <strong>São Paulo</strong>. O prêmio, que seria de <strong>R$ 2,5 milhões</strong>, acumulou. Agora, todas as atenções se voltam à <strong>Mega da Virada</strong>, que será sorteada no último dia do ano e tem previsão de pagar a bolada de <strong>R$ 300 milhões</strong>, valor que seria o segundo maior em todas as edições, perdendo apenas para 2017 (R$ 306 milhões).
</p>",
Bolsonaro descarta câncer e criação de novo partido a tempo,"<p class=""text"">
	O presidente <strong>Jair Bolsonaro</strong> disse em entrevista a jornalistas no Palácio da Alvorada neste sábado (21) que uma biópsia descartou a possibilidade de ele ter <strong>câncer de pele</strong> e colocou em 1% as chances de seu novo partido, o Aliança pelo Brasil, ser criado a tempo das eleições municipais de 2020.
</p>",
Firmino marca contra Flamengo e Liverpool é campeão mundial,"<p class=""text"">
<strong>Flamengo</strong> e <strong>Liverpool</strong> fizeram uma final equilibrada no <strong>Mundial de Clubes</strong>, na tarde deste sábado (21), no estádio Kalipha International, em Doha, no Qatar. Depois de um zero a zero nos 90 minutos, a partida foi decidida na prorrogação.
</p>",
Jornalistas antes bajulados estão horrorizados com Bolsonaro,"<p class=""text"">
	Plagiando um ex-presidente midiático, nunca antes na história deste País houve um político tão agressivo com a imprensa como Jair Messias Bolsonaro. Ele é mais incisivo até do que o último presidente do regime militar, general João Figueiredo, famoso pelos torpedos desconcertantes contra jornalistas.
</p>",
Camarote de show de Jorge & Mateus desaba e deixa 25 feridos,"<p class=""text"">
	Camarote desaba em um show da dupla sertaneja <strong>Jorge &amp; Mateus</strong> e deixa cerca de 25 feridos em Franca, no interior de São Paulo. Ninguém corre risco de morte. As vítimas sofreram apenas escoriações leves e fraturas.
</p>",
"Em queda, Bolsonaro tem no 1º ano apoio equivalente a Collor","<p class=""text"">
	O governo Jair Bolsonaro chega ao fim de seu primeiro ano mantendo a tendência de queda gradativa na avaliação positiva e de aumento da insatisfação da população. No início de dezembro, a gestão era considerada ótima ou boa por 29% dos brasileiros, segundo pesquisa CNI/Ibope divulgada ontem, 20. Essa taxa vem oscilando negativamente a cada pesquisa: 35% (abril), 32% (junho), 31% (setembro) e dois pontos porcentuais a menos no resultado atual.
</p>",
"Marcelo Odebrecht: ""Houve um escalada de rancor e vingança""","<p class=""text"">
	Após ser demitido ontem (20) da própria empresa, por e-mail, Marcelo Odebrecht pediu à diretoria de compliance do grupo o afastamento do diretor presidente Ruy Sampaio, por violação de conduta. Em troca de mensagens com diretores da área de governança, obtida pelo 'Estado', o empresário afirmou que a medida é importante para 'restabelecer a normalidade na condução dos negócios da empresa, neste momento de profunda gravidade'.
</p>",
Deputado do PSL atende telefone de sócio de Flávio Bolsonaro,"<p class=""text"">
	O deputado estadual Anderson Moraes (PSL-RJ), um dos maiores defensores do presidente Jair Bolsonaro na Assembleia Legislativa do Rio (Alerj), atendeu nesta sexta-feira, 20, um telefone celular registrado em nome de Alexandre Ferreira Dias Santini, sócio de Flávio Bolsonaro numa loja de chocolates investigada pelo Ministério Público. A empresa foi alvo de mandado de busca e apreensão na terça-feira, durante operação do MP para investigar um suposto esquema de 'rachadinha' na Alerj.
</p>",
"""Movimentar dinheiro não é crime"", diz advogado de Flávio","<p class=""text"">
	O advogado Frederick Wassef, que representa o senador Flávio Bolsonaro (sem partido-RJ) e o presidente Jair Bolsonaro, disse ver uma ""Santa Inquisição"" contra pai e filho. Em entrevista ao <em>Estado</em>, Wassef afirmou que a investigação sobre 'rachadinha' no gabinete de Flávio na Assembleia Legislativa do Rio de Janeiro é fundamentada em ""premissas falsas"".
</p>",
Justiça manda soltar suspeito de hackear Moro e Deltan,"<p class=""text"">
	O juiz <strong>Vallisley de Souza Oliveira</strong>, da 10ª Vara Federal de Brasília, homologou acordo de <strong>delação premiada</strong> fechada entre o <strong>Ministério Público Federal</strong> e o<strong> DJ Gustavo Elias Santos</strong>, acusado de integrar o grupo de <strong>Walter Delgatti Neto</strong>, o ""Vermelho"", que hackeou contas de autoridades do País, incluindo o ministro <strong>Sergio Moro</strong> (Justiça e Segurança Pública) e o procurador da República <strong>Deltan Dallagnol</strong>.
</p>",
"Tarifa de transporte público em SP vai aumentar para R$ 4,40","<p class=""text"">
	A <strong>Prefeitura de São Paulo</strong> e o <strong>Governo do Estado</strong> anunciaram nesta sexta-feira, 20, <strong>o aumento da tarifa da passagem de ônibus, Metrô e CPTM para R$ 4,40 a partir de 1º de janeiro</strong>. Em nota, eles ressaltaram que o valor fica abaixo da inflação, com acréscimo de 2,33% em relação ao atual.
</p>",
Exército cerca prisão para evitar possível fuga de Marcola,"<p class=""text"">
	O <strong>Exército </strong>cercou a <strong>Penitenciária Federal de Brasília</strong> após setores da inteligência do governo receberem informações de um plano para resgatar do líder da facção <strong>Primeiro Comando da Capital </strong>(PCC), <strong>Marcos Willians Herbas Camacho</strong>, o Marcola. Fontes ligadas ao Ministério da Justiça e Segurança Pública (MJSP) e ao governo do Distrito Federal<strong> </strong>confirmaram que a operação começou na última quinta-feira para conter o risco de fuga.
</p>",
Bolsonaro diz que Trump não vai sobretaxar aço e alumínio,"<p class=""text"">
	O presidente <strong>Jair Bolsonaro</strong> disse nesta sexta-feira em transmissão no Facebook que o presidente dos Estados Unidos, <strong>Donald Trump</strong>, lhe disse em um telefonema que decidiu não sobretaxar o aço e o alumínio do Brasil.
</p>",
,,
"Odebrecht demite Marcelo Odebrecht, ex-presidente do grupo","<p class=""text"">
	A <strong>Odebrecht</strong> demitiu nesta sexta-feira, 20, o empresário <strong>Marcelo Odebrecht</strong>, ex-presidente do conglomerado e que é um dos pivôs da <strong>Operação Lava Jato</strong>. Além de ser acionista do grupo, Marcelo tinha registro CLT na companhia e recebia algo em torno de R$ 115 mil por mês. Ele presidiu a companhia até 2015, quando foi afastado das funções na esteira do escândalo de corrupção revelado pela Operação Lava Jato.
</p>",
"Sobe a desaprovação ao governo Bolsonaro, revela Ibope","<p class=""text"">
	O <strong>governo Jair Bolsonaro</strong> chega ao final de seu primeiro ano mantendo a tendência de queda gradativa na avaliação positiva e de aumento da insatisfação da população. No início de dezembro, a gestão era considerada <strong>ótima ou boa por 29% dos brasileiros</strong>, segundo pesquisa <strong>CNI/Ibope</strong> divulgada nesta sexta-feira, 20.
</p>",
Lava Jato do Rio denuncia ex-presidente do Paraguai,"<p class=""text"">
	O ex-presidente do <strong>Paraguai Horacio Cartes</strong> e outras 18 pessoas foram denunciadas pelo <strong>Ministério Público Federal do Rio de Janeiro</strong> à <strong>Justiça </strong>por organização especializada em lavagem de dinheiro e outros diversos crimes, informou o MPF nesta sexta-feira, apontando uma relação próxima entre o ex-mandatário e o doleiro<strong> Dario Messer</strong>.
</p>",
Pesquisa indica o Carro Mais Querido em 12 categorias,"<p class=""text"">
	Qual é o Carro Mais Querido do Brasil? Com essa pergunta, feita isoladamente em 12 categorias, o Guia do Carro promoveu uma pesquisa com 72.631 pessoas que são usuárias da plataforma VivoAds. Todas as respostas foram enviadas por meio de smartphone e servem de parâmetro para o desenvolvimento de um projeto editorial do Guia do Carro em 2020. O objetivo do canal é fazer uma eleição dos carros mais queridos (no duplo sentido de bem quistos e desejados) por meio de votação popular e não apenas de especialistas.
</p>",
'Um AVC me fez parar de falar - e acho que outro devolveu minha voz',"<p class=""text"">
	Peter perdeu a capacidade de falar, em 2014, depois de um acidente vascular cerebral (AVC) aos 73 anos. Mas, de repente, em 2019, ele acordou numa manhã tendo recuperado a fala.
</p>",
Gugu deixa testamento e irmã esclarece detalhes da herança,"<p class=""text"">
	Nesta quinta-feira, 19, <strong>Aparecida Liberato</strong>, irmã e inventariante do espólio de <strong>Gugu </strong>emitiu um comunicado à imprensa dando detalhes do testamento do apresentador.
</p>",
"Bolsonaro ataca jornalistas: ""Tem uma cara de homossexual""","<p class=""text"">
	Irritado com perguntas sobre as investigações a respeito de um suposto esquema de desvio de recursos públicos e lavagem de dinheiro que envolve seu filho mais velho, o senador Flávio Bolsonaro, o presidente Jair Bolsonaro atacou jornalistas no Palácio da Alvorada, nesta sexta-feira, e reclamou que a imprensa ""só vê um lado"".
</p>",
As mulheres que se submetem a mutilação genital para fingir que são virgens antes do casamento,"<p class=""text"">
	Por medo de sofrer retaliações de seus futuros maridos, mulheres no Sudão escolhem ser submetidas à mutilação genital antes de seus casamentos para fingir que ainda são virgens.
</p>",
